Document ID,Citation,Context,Source
25,"« Mais là, je suis obligé de le faire, ce qui psychologiquement change beaucoup les choses, soupire-t-il. J'en veux aux gouvernements successifs et à la société française qui n'a pas voulu prendre conscience de l'urgence et de la pédagogie qu'il fallait pour créer un pacte social. »","que ses parents. » Benoît avait « envisagé de partir à 66 ou 67 ans, pour obtenir une surcote ». « Mais là, je suis obligé de le faire, ce qui psychologiquement change beaucoup les choses, soupire-t-il. J'en veux aux gouvernements successifs et à la société française qui n'a pas voulu prendre conscience de l'urgence et de la pédagogie qu'il fallait pour créer un pacte social. » Chef de projet informatique dans une banque, Gérard, 63 ans, ne partira pas non plus avant « 65 à 67",Benoît
25,« 65 à 67 ans »,"un pacte social. » Chef de projet informatique dans une banque, Gérard, 63 ans, ne partira pas non plus avant « 65 à 67 ans ». « J'ai commencé à travailler à 24 ans, donc je pense avoir toutes mes annuités en août 2024, a-t-il calculé.",Gérard
25,"« J'ai commencé à travailler à 24 ans, donc je pense avoir toutes mes annuités en août 2024, a-t-il calculé. Mais, ayant refait ma vie, j'ai des contraintes matérielles : deux enfants de 10 et 15 ans dont il va falloir payer les études. »","projet informatique dans une banque, Gérard, 63 ans, ne partira pas non plus avant « 65 à 67 ans ». « J'ai commencé à travailler à 24 ans, donc je pense avoir toutes mes annuités en août 2024, a-t-il calculé. Mais, ayant refait ma vie, j'ai des contraintes matérielles : deux enfants de 10 et 15 ans dont il va falloir payer les études. » Lui est « plutôt pour » la réforme, et se félicite « surtout de la fin des régimes spéciaux »",Gérard
25,« plutôt pour »,"contraintes matérielles : deux enfants de 10 et 15 ans dont il va falloir payer les études. » Lui est « plutôt pour » la réforme, et se félicite « surtout de la fin des régimes spéciaux » . « On ne peut pas",The source of the reference is a person.
25,« surtout de la fin des régimes spéciaux »,"ans dont il va falloir payer les études. » Lui est « plutôt pour » la réforme, et se félicite « surtout de la fin des régimes spéciaux » . « On ne peut pas tout avoir ! », juge-t-il. Avec le télétravail, Laurence, cadre dans une entreprise de",Laurence
25,« On ne peut pas tout avoir ! »,"est « plutôt pour » la réforme, et se félicite « surtout de la fin des régimes spéciaux » . « On ne peut pas tout avoir ! », juge-t-il. Avec le télétravail, Laurence, cadre dans une entreprise de communication, avait « déjà pris un peu de distance par",Laurence
25,« déjà pris un peu de distance par rapport aux horaires »,"On ne peut pas tout avoir ! », juge-t-il. Avec le télétravail, Laurence, cadre dans une entreprise de communication, avait « déjà pris un peu de distance par rapport aux horaires ». Née en mai 1960, elle « échappe de peu à la réforme » , et s'en trouve « fort satisfaite",Laurence
25,« échappe de peu à la réforme »,"de communication, avait « déjà pris un peu de distance par rapport aux horaires ». Née en mai 1960, elle « échappe de peu à la réforme » , et s'en trouve « fort satisfaite ». À la retraite depuis le 1er janvier seulement, elle est « incapable",La référence est à une personne.
25,« fort satisfaite »,"aux horaires ». Née en mai 1960, elle « échappe de peu à la réforme » , et s'en trouve « fort satisfaite ». À la retraite depuis le 1er janvier seulement, elle est « incapable de dire si(elle) est pour ou contre »",The source of the reference is a person.
25,« incapable de dire si(elle) est pour ou contre »,"réforme » , et s'en trouve « fort satisfaite ». À la retraite depuis le 1er janvier seulement, elle est « incapable de dire si(elle) est pour ou contre » : « Allez vous y retrouver quand vous n'êtes qu'un simple citoyen !, lance-t-elle. Mais je comprends que ceux à",The source of the reference is a retired person.
25,"« Allez vous y retrouver quand vous n'êtes qu'un simple citoyen !, lance-t-elle. Mais je comprends que ceux à qui on rajoute quelques trimestres alors qu'ils avaient déjà tout préparé l'aient mauvaise... »","la retraite depuis le 1er janvier seulement, elle est « incapable de dire si(elle) est pour ou contre » : « Allez vous y retrouver quand vous n'êtes qu'un simple citoyen !, lance-t-elle. Mais je comprends que ceux à qui on rajoute quelques trimestres alors qu'ils avaient déjà tout préparé l'aient mauvaise... » Employé de La Poste à Saint-Étienne, Jean-Philippe, 53 ans, enrage : « J'ai calculé qu'en ayant commencé à 14 ans,",Elisabeth Borne
25,"« J'ai calculé qu'en ayant commencé à 14 ans, et avec 12 jours de chômage en tout et pour tout, j'avais droit à deux ans de boulot en plus, pour toucher au final 1 300 euros de pension, s'indigne-t-il. Je n'ai pas travaillé toute ma vie comme un sourd pour être dans une situation de paupérisation ! »","alors qu'ils avaient déjà tout préparé l'aient mauvaise... » Employé de La Poste à Saint-Étienne, Jean-Philippe, 53 ans, enrage : « J'ai calculé qu'en ayant commencé à 14 ans, et avec 12 jours de chômage en tout et pour tout, j'avais droit à deux ans de boulot en plus, pour toucher au final 1 300 euros de pension, s'indigne-t-il. Je n'ai pas travaillé toute ma vie comme un sourd pour être dans une situation de paupérisation ! » « Pas très fort à l'école », il a choisi un CAP de machiniste agricole. « Après ouvrier agricole, j'ai",Jean-Philippe
25,« Pas très fort à l'école »,"s'indigne-t-il. Je n'ai pas travaillé toute ma vie comme un sourd pour être dans une situation de paupérisation ! » « Pas très fort à l'école », il a choisi un CAP de machiniste agricole. « Après ouvrier agricole, j'ai fait beaucoup d'autres travaux pénibles : dans",This reference is to a person.
25,"« Après ouvrier agricole, j'ai fait beaucoup d'autres travaux pénibles : dans le traitement des métaux, avec travail de nuit et port de charges lourdes , énumère-t-il. Ensuite, j'ai essayé de créer mon entreprise, qui a périclité. Puis j'ai été embauché à La Poste. Pendant une dizaine d'années, j'ai fait facteur le matin, chauffeur poids lourd l'après-midi : ça me faisait des journées de quinze heures ! Alors maintenant, je suis un peu usé. J'ai vu mes prédécesseurs partir tôt à la retraite, en expliquant qu'ils avaient beaucoup donné pour l'enrichissement du pays et de l'entreprise. Et ces raisons humaines ne sont plus valables pour nous ? »","situation de paupérisation ! » « Pas très fort à l'école », il a choisi un CAP de machiniste agricole. « Après ouvrier agricole, j'ai fait beaucoup d'autres travaux pénibles : dans le traitement des métaux, avec travail de nuit et port de charges lourdes , énumère-t-il. Ensuite, j'ai essayé de créer mon entreprise, qui a périclité. Puis j'ai été embauché à La Poste. Pendant une dizaine d'années, j'ai fait facteur le matin, chauffeur poids lourd l'après-midi : ça me faisait des journées de quinze heures ! Alors maintenant, je suis un peu usé. J'ai vu mes prédécesseurs partir tôt à la retraite, en expliquant qu'ils avaient beaucoup donné pour l'enrichissement du pays et de l'entreprise. Et ces raisons humaines ne sont plus valables pour nous ? » Même aigreur chez son épouse, 52 ans, elle aussi factrice. « Alors qu'elle est atteinte de troubles musculosquelettiques, il faudrait",Jean-Claude Mailly
25,"« Alors qu'elle est atteinte de troubles musculosquelettiques, il faudrait qu'elle bosse jusqu'à 67 ans, à cause des congés parentaux qu'elle a eus pour nos trois enfants, pour toucher une retraite pleine et entière , s'insurge Jean-Philippe. En agissant de la sorte, ils ont réussi à nous dégoûter de la valeur travail. Notre parcours nous autorise à donner quelques conseils à nos filles et aux jeunes collègues :' « Prenez soin de vous, ne choisissez pas à un métier à haute pénibilité »","raisons humaines ne sont plus valables pour nous ? » Même aigreur chez son épouse, 52 ans, elle aussi factrice. « Alors qu'elle est atteinte de troubles musculosquelettiques, il faudrait qu'elle bosse jusqu'à 67 ans, à cause des congés parentaux qu'elle a eus pour nos trois enfants, pour toucher une retraite pleine et entière , s'insurge Jean-Philippe. En agissant de la sorte, ils ont réussi à nous dégoûter de la valeur travail. Notre parcours nous autorise à donner quelques conseils à nos filles et aux jeunes collègues :' « Prenez soin de vous, ne choisissez pas à un métier à haute pénibilité ». » Sa retraite, elle n'y pense pas encore vraiment, mais elle sait déjà qu'il faudra qu'elle se reconvertisse : Pénélope,",Jean-Philippe
25,"« Quand je donne des cours à des seniors, ils me lancent « ah faut travailler beaucoup pour payer nos retraites ! »","elle sait déjà qu'il faudra qu'elle se reconvertisse : Pénélope, 24 ans, est coach sportif, depuis un an et demi. « Quand je donne des cours à des seniors, ils me lancent « ah faut travailler beaucoup pour payer nos retraites ! » , raconte cette jeune Parisienne. J'adore ce que je fais, mais je sais bien qu'un coach sportif doit s'arrêter bien",Pénélope
25,« Il me faudra aussi trouver un mari avec une bonne situation ! »,"où je pourrais organiser des retraites avec des cours de Pilates et de yoga... » Elle ajoute en riant : « Il me faudra aussi trouver un mari avec une bonne situation ! » Pour le sociologue Serge Guérin, spécialiste des questions liées au vieillissement, alors que « seuls 56 % des 55-64 ans",Serge Guérin
25,« seuls 56 % des 55-64 ans sont en emploi »,"mari avec une bonne situation ! » Pour le sociologue Serge Guérin, spécialiste des questions liées au vieillissement, alors que « seuls 56 % des 55-64 ans sont en emploi » , le préalable de la réforme devrait être la valorisation du travail des seniors. « Quand vous vous sentez reconnus",Serge Guérin
25,"« Quand vous vous sentez reconnus dans votre travail, vous avez envie d'y rester !, clame l'auteur de Les Quincados (Calmann-Lévy, 2019). Même chose pour les retraités : pour les uns, ils sont une charge, pour les autres, des victimes. Or ils sont très utiles au pays ! En plus d'être des acteurs de la consommation, ils s'occupent de leurs petits-enfants, d'associations, représentent la moitié des aidants et un tiers des élus de nos communes. On a là un gisement d'intelligence et de richesse humaine que l'on a tendance à négliger. Pourquoi ne pas organiser une mobilisation civique de ces personnes, sur la base du volontariat ? Cela aurait en plus pour conséquence une bien meilleure qualité de vie pour eux, avec une baisse de consommations de médicaments... »","55-64 ans sont en emploi » , le préalable de la réforme devrait être la valorisation du travail des seniors. « Quand vous vous sentez reconnus dans votre travail, vous avez envie d'y rester !, clame l'auteur de Les Quincados (Calmann-Lévy, 2019). Même chose pour les retraités : pour les uns, ils sont une charge, pour les autres, des victimes. Or ils sont très utiles au pays ! En plus d'être des acteurs de la consommation, ils s'occupent de leurs petits-enfants, d'associations, représentent la moitié des aidants et un tiers des élus de nos communes. On a là un gisement d'intelligence et de richesse humaine que l'on a tendance à négliger. Pourquoi ne pas organiser une mobilisation civique de ces personnes, sur la base du volontariat ? Cela aurait en plus pour conséquence une bien meilleure qualité de vie pour eux, avec une baisse de consommations de médicaments... » Psychanalyste, Geneviève Vialet-Bine en est une belle illustration : à 94 ans, elle n'a nullement l'intention de prendre sa retraite.",Geneviève Vialet-Bine
